"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"799","Middle East & North Africa","1990-1994","Kuwait","Assassination","Private Citizens & Property","PGIS",1,0,1
"800","Middle East & North Africa","1990-1994","Kuwait","Assassination","Military","PGIS",1,0,0
"801","Middle East & North Africa","1990-1994","Kuwait","Assassination","Business, Utilities & Communication","PGIS",1,0,2
"802","Middle East & North Africa","1990-1994","Kuwait","Assassination","Unknown, religious & militia","PGIS",2,1,1
"803","Middle East & North Africa","1990-1994","Kuwait","Hostage Taking","Business, Utilities & Communication","PGIS",2,0,0
"804","Middle East & North Africa","1990-1994","Kuwait","Unknown","Business, Utilities & Communication","PGIS",2,0,1
"805","Middle East & North Africa","1990-1994","Kuwait","Unknown","Government","PGIS",1,0,0
"806","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Private Citizens & Property","PGIS",33,48,241
"807","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Military","PGIS",51,57,91
"808","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Police","PGIS",2,5,2
"809","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Business, Utilities & Communication","PGIS",30,21,74
"810","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Unknown, religious & militia","PGIS",69,85,225
"811","Middle East & North Africa","1990-1994","Lebanon","Bombing/Explosion","Government","PGIS",31,4,24
"812","Middle East & North Africa","1990-1994","Lebanon","Armed Assault","Military","PGIS",14,29,41
"813","Middle East & North Africa","1990-1994","Lebanon","Armed Assault","Police","PGIS",1,2,0
"814","Middle East & North Africa","1990-1994","Lebanon","Armed Assault","Unknown, religious & militia","PGIS",14,23,20
"815","Middle East & North Africa","1990-1994","Lebanon","Armed Assault","Government","PGIS",5,4,14
"816","Middle East & North Africa","1990-1994","Lebanon","Assassination","Private Citizens & Property","PGIS",6,8,0
"817","Middle East & North Africa","1990-1994","Lebanon","Assassination","Military","PGIS",2,1,0
"818","Middle East & North Africa","1990-1994","Lebanon","Assassination","Police","PGIS",1,1,0
"819","Middle East & North Africa","1990-1994","Lebanon","Assassination","Business, Utilities & Communication","PGIS",5,4,1
"820","Middle East & North Africa","1990-1994","Lebanon","Assassination","Unknown, religious & militia","PGIS",48,43,45
"821","Middle East & North Africa","1990-1994","Lebanon","Assassination","Government","PGIS",8,12,41
"822","Middle East & North Africa","1990-1994","Lebanon","Hostage Taking","Private Citizens & Property","PGIS",4,0,0
"823","Middle East & North Africa","1990-1994","Lebanon","Hostage Taking","Military","PGIS",1,0,0
"824","Middle East & North Africa","1990-1994","Lebanon","Hostage Taking","Business, Utilities & Communication","PGIS",3,0,1
"825","Middle East & North Africa","1990-1994","Lebanon","Hostage Taking","Unknown, religious & militia","PGIS",2,0,0
"826","Middle East & North Africa","1990-1994","Lebanon","Hostage Taking","Government","PGIS",1,0,0
"827","Middle East & North Africa","1990-1994","Lebanon","Unknown","Unknown, religious & militia","PGIS",1,0,0
"828","Middle East & North Africa","1990-1994","Lebanon","Unknown","Government","PGIS",1,0,0
"829","Middle East & North Africa","1990-1994","Libya","Unknown","Government","PGIS",1,0,0
"830","Middle East & North Africa","1990-1994","Morocco","Bombing/Explosion","Business, Utilities & Communication","PGIS",1,0,0
"831","Middle East & North Africa","1990-1994","Morocco","Assassination","Private Citizens & Property","PGIS",1,2,0
"832","Middle East & North Africa","1990-1994","Morocco","Assassination","Government","PGIS",3,3,0
"833","Middle East & North Africa","1990-1994","Morocco","Unknown","Business, Utilities & Communication","PGIS",1,0,0
"834","Middle East & North Africa","1990-1994","Saudi Arabia","Armed Assault","Military","PGIS",2,0,6
"835","Middle East & North Africa","1990-1994","Saudi Arabia","Hijacking","Transportation","PGIS",2,0,0
"836","Middle East & North Africa","1990-1994","Tunisia","Assassination","Unknown, religious & militia","PGIS",2,4,0
"837","Middle East & North Africa","1990-1994","Tunisia","Assassination","Government","PGIS",1,1,0
"838","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Private Citizens & Property","PGIS",51,55,130
"839","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Military","PGIS",33,84,86
"840","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Police","PGIS",34,71,30
"841","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Business, Utilities & Communication","PGIS",181,35,131
"842","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Unknown, religious & militia","PGIS",27,4,11
"843","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Government","PGIS",73,16,58
"844","Middle East & North Africa","1990-1994","Turkey","Bombing/Explosion","Transportation","PGIS",34,44,133
"845","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Private Citizens & Property","PGIS",61,341,114
"846","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Military","PGIS",247,1450,359
"847","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Police","PGIS",135,378,161
"848","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Business, Utilities & Communication","PGIS",23,21,19
"849","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Unknown, religious & militia","PGIS",1,0,4
"850","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Government","PGIS",13,48,16
"851","Middle East & North Africa","1990-1994","Turkey","Armed Assault","Transportation","PGIS",30,86,83
"852","Middle East & North Africa","1990-1994","Turkey","Assassination","Private Citizens & Property","PGIS",38,52,16
"853","Middle East & North Africa","1990-1994","Turkey","Assassination","Military","PGIS",19,27,12
"854","Middle East & North Africa","1990-1994","Turkey","Assassination","Police","PGIS",50,66,26
"855","Middle East & North Africa","1990-1994","Turkey","Assassination","Business, Utilities & Communication","PGIS",39,56,15
"856","Middle East & North Africa","1990-1994","Turkey","Assassination","Unknown, religious & militia","PGIS",19,27,16
"857","Middle East & North Africa","1990-1994","Turkey","Assassination","Government","PGIS",30,45,14
"858","Middle East & North Africa","1990-1994","Turkey","Assassination","Transportation","PGIS",2,18,0
"859","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Private Citizens & Property","PGIS",9,5,2
"860","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Military","PGIS",3,4,4
"861","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Police","PGIS",4,3,1
"862","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Business, Utilities & Communication","PGIS",4,1,0
"863","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Unknown, religious & militia","PGIS",3,1,1
"864","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Government","PGIS",4,3,0
"865","Middle East & North Africa","1990-1994","Turkey","Hostage Taking","Transportation","PGIS",2,0,0
"866","Middle East & North Africa","1990-1994","Turkey","Unknown","Private Citizens & Property","PGIS",4,11,2
"867","Middle East & North Africa","1990-1994","Turkey","Unknown","Military","PGIS",6,10,17
"868","Middle East & North Africa","1990-1994","Turkey","Unknown","Police","PGIS",4,15,1
"869","Middle East & North Africa","1990-1994","Turkey","Unknown","Business, Utilities & Communication","PGIS",7,7,2
"870","Middle East & North Africa","1990-1994","Turkey","Unknown","Government","PGIS",2,0,0
"871","Middle East & North Africa","1990-1994","Turkey","Unknown","Transportation","PGIS",2,16,22
"872","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Private Citizens & Property","PGIS",3,0,0
"873","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Military","PGIS",1,0,0
"874","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Police","PGIS",1,0,0
"875","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Business, Utilities & Communication","PGIS",87,14,21
"876","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Unknown, religious & militia","PGIS",1,0,0
"877","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Government","PGIS",11,0,0
"878","Middle East & North Africa","1990-1994","Turkey","Facility/Infrastructure Attack","Transportation","PGIS",1,0,1
"879","Middle East & North Africa","1990-1994","Turkey","Unarmed Assault","Private Citizens & Property","Other Source",1,21,0
"880","Middle East & North Africa","1990-1994","Turkey","Unarmed Assault","Military","PGIS",1,0,0
"881","Middle East & North Africa","1990-1994","Turkey","Unarmed Assault","Police","PGIS",1,0,0
"882","Middle East & North Africa","1990-1994","United Arab Emirates","Assassination","Military","PGIS",1,0,1
"883","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Private Citizens & Property","PGIS",13,5,12
"884","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Military","PGIS",31,11,47
"885","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Police","PGIS",4,1,2
"886","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Business, Utilities & Communication","PGIS",3,0,6
"887","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Unknown, religious & militia","PGIS",4,2,2
"888","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Government","PGIS",2,0,0
"889","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Bombing/Explosion","Transportation","PGIS",1,0,0
"890","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Private Citizens & Property","PGIS",21,6,22
"891","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Military","PGIS",67,48,72
"892","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Police","PGIS",12,2,6
"893","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Business, Utilities & Communication","PGIS",4,3,19
"894","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Unknown, religious & militia","PGIS",7,53,166
"895","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Government","PGIS",2,0,0
"896","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Armed Assault","Transportation","PGIS",10,2,21
"897","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Private Citizens & Property","PGIS",136,121,37
"898","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Military","PGIS",16,6,13
"899","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Police","PGIS",8,5,4
"900","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Business, Utilities & Communication","PGIS",14,11,4
"901","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Unknown, religious & militia","PGIS",4,3,0
"902","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Assassination","Government","PGIS",4,4,6
"903","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Hostage Taking","Private Citizens & Property","PGIS",16,15,0
"904","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Hostage Taking","Military","PGIS",2,5,1
"905","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Hostage Taking","Unknown, religious & militia","PGIS",1,0,0
"906","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unknown","Private Citizens & Property","PGIS",5,0,21
"907","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unknown","Military","PGIS",12,8,92
"908","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unknown","Business, Utilities & Communication","PGIS",2,0,2
"909","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unknown","Transportation","PGIS",1,0,1
"910","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Facility/Infrastructure Attack","Military","PGIS",12,1,19
"911","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Facility/Infrastructure Attack","Police","PGIS",1,1,0
"912","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Facility/Infrastructure Attack","Business, Utilities & Communication","PGIS",2,0,0
"913","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Facility/Infrastructure Attack","Government","PGIS",1,0,0
"914","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Facility/Infrastructure Attack","Transportation","PGIS",1,0,0
"915","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unarmed Assault","Private Citizens & Property","PGIS",7,3,14
"916","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unarmed Assault","Military","PGIS",26,10,53
"917","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unarmed Assault","Police","PGIS",1,0,2
"918","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unarmed Assault","Business, Utilities & Communication","PGIS",1,1,0
"919","Middle East & North Africa","1990-1994","West Bank and Gaza Strip","Unarmed Assault","Transportation","PGIS",1,0,4
"920","Middle East & North Africa","1990-1994","Western Sahara","Bombing/Explosion","Government","PGIS",1,0,1
"921","Middle East & North Africa","1990-1994","Yemen","Bombing/Explosion","Private Citizens & Property","PGIS",1,0,0
